Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2016-17;8;Italiano;19;Molise;204,22;4,38;38,04;1,89;140,45;176,11;229,32;263,75
2016-17;8;Italiano;20;Campania;194,05;1,89;37,14;0,83;136,37;169,33;216,11;257,42
2016-17;8;Italiano;21;Puglia;191,02;3,78;47,28;1,88;103,92;171,29;219,66;253,94
2016-17;8;Italiano;22;Sud e Isole;187,07;2,82;48,31;1,43;82,27;164,76;216,64;259,10
2016-17;8;Italiano;23;Basilicata;196,94;3,67;42,63;1,71;121,15;172,77;224,33;261,94
2016-17;8;Italiano;24;Calabria;188,14;3,30;40,84;1,54;118,53;163,88;214,73;252,03
2016-17;8;Italiano;25;Sicilia;183,34;4,67;53,39;2,52;70,24;161,65;216,00;262,25
2016-17;8;Italiano;26;Sardegna;195,60;2,51;36,83;1,09;136,19;172,45;219,59;253,35
2016-17;8;Italiano;99;Italia;200,00;0,72;40,00;0,32;133,86;177,98;225,05;261,02
2016-17;10;Italiano;1;Nord Ovest;207,70;1,60;36,78;0,67;142,11;186,26;234,93;263,50
2016-17;10;Italiano;2;Valle d'Aosta;205,49;7,52;33,35;3,03;151,64;186,26;230,00;257,06
2016-17;10;Italiano;3;Piemonte;201,51;2,94;38,14;1,28;131,90;177,88;225,24;263,50
2016-17;10;Italiano;4;Liguria;205,17;3,62;38,53;1,57;137,10;177,88;230,00;263,50
2016-17;10;Italiano;5;Lombardia;210,85;2,11;35,54;0,86;151,64;190,44;234,93;263,50
2016-17;10;Italiano;6;Nord Est;207,80;1,63;37,02;0,69;146,95;186,26;234,93;263,50
2016-17;10;Italiano;7;Prov. Aut. Bolzano (l. it.);200,50;0,00;35,61;0,58;131,90;177,88;225,24;257,06
2016-17;10;Italiano;8;Prov. Aut. Trento;214,98;2,31;31,81;0,89;160,68;194,62;234,93;263,50
2016-17;10;Italiano;9;Veneto;211,66;2,45;34,90;0,99;151,64;190,44;234,93;263,50
2016-17;10;Italiano;10;Friuli-Venezia Giulia;208,72;3,24;36,52;1,35;142,11;186,26;234,93;263,50
2016-17;10;Italiano;11;Emilia-Romagna;202,65;3,20;39,20;1,41;131,90;177,88;230,00;263,50
2016-17;10;Italiano;12;Centro;201,62;1,96;40,40;0,88;131,90;173,66;230,00;263,50
2016-17;10;Italiano;13;Toscana;200,79;3,22;40,94;1,46;126,45;173,66;230,00;263,50
2016-17;10;Italiano;14;Umbria;203,26;3,22;37,17;1,37;137,10;182,08;230,00;257,06
2016-17;10;Italiano;15;Marche;201,76;3,09;37,44;1,33;137,10;177,88;230,00;263,50
2016-17;10;Italiano;16;Lazio;201,85;3,37;41,29;1,52;131,90;173,66;230,00;263,50
2016-17;10;Italiano;17;Sud;196,14;1,84;39,76;0,83;126,45;169,39;225,24;257,06
2016-17;10;Italiano;18;Abruzzo;199,02;3,68;38,43;1,62;131,90;173,66;225,24;263,50
2016-17;10;Italiano;19;Molise;196,68;6,03;41,14;2,76;126,45;169,39;230,00;257,06
2016-17;10;Italiano;20;Campania;198,10;2,77;39,84;1,24;131,90;169,39;225,24;257,06
2016-17;10;Italiano;21;Puglia;192,38;2,92;39,63;1,33;126,45;165,07;220,62;257,06
2016-17;10;Italiano;22;Sud e Isole;184,19;2,26;41,90;1,08;114,66;156,21;211,69;251,06
2016-17;10;Italiano;23;Basilicata;197,15;4,73;41,07;2,16;126,45;169,39;225,24;257,06
2016-17;10;Italiano;24;Calabria;180,50;4,45;45,22;2,23;108,18;151,64;216,11;245,41
2016-17;10;Italiano;25;Sicilia;186,18;3,47;40,91;1,63;120,73;156,21;216,11;251,06
2016-17;10;Italiano;26;Sardegna;177,03;3,59;39,15;1,69;114,66;151,64;203,06;234,93
2016-17;10;Italiano;99;Italia;200,00;0,87;40,00;0,39;131,90;173,66;230,00;263,50
2016-17;2;Matematica;1;Nord Ovest;205,05;1,39;39,22;0,61;144,29;178,29;231,13;273,73
2016-17;2;Matematica;2;Valle d'Aosta;202,15;2,57;37,06;1,10;144,29;178,29;224,71;262,74
2016-17;2;Matematica;3;Piemonte;206,54;1,78;37,13;0,75;144,29;184,16;231,13;273,73
2016-17;2;Matematica;4;Liguria;200,84;3,42;40,41;1,54;135,63;172,23;224,71;273,73
2016-17;2;Matematica;5;Lombardia;205,03;1,97;39,86;0,87;144,29;178,29;231,13;273,73
2016-17;2;Matematica;6;Nord Est;200,48;1,25;38,44;0,55;135,63;172,23;224,71;262,74
2016-17;2;Matematica;7;Prov. Aut. Bolzano (l. it.);192,88;0,00;37,15;0,57;135,63;165,91;218,59;253,47
2016-17;2;Matematica;8;Prov. Aut. Trento;204,03;2,13;38,41;0,93;144,29;178,29;231,13;262,74
2016-17;2;Matematica;9;Veneto;202,14;2,08;37,08;0,89;144,29;178,29;231,13;262,74
2016-17;2;Matematica;10;Friuli-Venezia Giulia;199,71;2,21;38,64;0,97;144,29;172,23;224,71;273,73
2016-17;2;Matematica;11;Emilia-Romagna;198,45;2,01;39,74;0,90;135,63;172,23;224,71;262,74
2016-17;2;Matematica;12;Centro;200,64;1,48;39,90;0,66;135,63;172,23;224,71;273,73
2016-17;2;Matematica;13;Toscana;199,38;2,70;40,25;1,21;135,63;172,23;224,71;273,73
2016-17;2;Matematica;14;Umbria;205,26;2,26;37,61;0,97;144,29;178,29;231,13;273,73
2016-17;2;Matematica;15;Marche;205,15;2,62;41,25;1,18;144,29;178,29;231,13;273,73
2016-17;2;Matematica;16;Lazio;199,58;2,37;39,52;1,05;135,63;172,23;224,71;273,73
2016-17;2;Matematica;17;Sud;197,14;1,61;40,85;0,73;125,72;172,23;224,71;262,74
2016-17;2;Matematica;18;Abruzzo;202,20;2,74;37,81;1,19;144,29;178,29;224,71;262,74
2016-17;2;Matematica;19;Molise;213,14;3,17;40,06;1,37;152,09;184,16;237,95;287,67
2016-17;2;Matematica;20;Campania;197,00;2,50;42,07;1,15;125,72;165,91;224,71;273,73
2016-17;2;Matematica;21;Puglia;194,90;2,46;39,46;1,11;135,63;172,23;218,59;262,74
2016-17;2;Matematica;22;Sud e Isole;193,41;2,06;41,00;0,95;125,72;165,91;218,59;262,74
2016-17;2;Matematica;23;Basilicata;208,17;3,13;39,01;1,36;144,29;184,16;231,13;273,73
2016-17;2;Matematica;24;Calabria;183,38;2,53;38,69;1,16;125,72;159,24;206,91;253,47
2016-17;2;Matematica;25;Sicilia;193,39;3,15;41,15;1,45;125,72;165,91;218,59;262,74
2016-17;2;Matematica;26;Sardegna;201,59;4,07;40,70;1,83;135,63;178,29;224,71;273,73
2016-17;2;Matematica;99;Italia;200,00;0,71;40,00;0,32;135,63;172,23;224,71;273,73
2016-17;5;Matematica;1;Nord Ovest;204,43;1,32;37,71;0,57;147,08;176,72;231,48;269,60
2016-17;5;Matematica;2;Valle d'Aosta;200,90;2,59;37,35;1,12;141,36;172,14;226,43;261,71
2016-17;5;Matematica;3;Piemonte;206,43;2,50;37,60;1,07;147,08;181,22;231,48;269,60
2016-17;5;Matematica;4;Liguria;204,79;3,67;41,15;1,65;141,36;176,72;231,48;269,60
2016-17;5;Matematica;5;Lombardia;203,62;1,71;37,26;0,73;141,36;176,72;231,48;261,71
2016-17;5;Matematica;6;Nord Est;203,05;1,33;38,15;0,58;141,36;176,72;226,43;269,60
2016-17;5;Matematica;7;Prov. Aut. Bolzano (l. it.);199,37;0,00;36,42;0,63;141,36;176,72;226,43;261,71
2016-17;5;Matematica;8;Prov. Aut. Trento;205,32;2,51;37,84;1,08;141,36;181,22;231,48;261,71
2016-17;5;Matematica;9;Veneto;203,18;2,23;37,34;0,96;135,26;181,22;226,43;261,71
2016-17;5;Matematica;10;Friuli-Venezia Giulia;208,00;2,46;39,13;1,07;147,08;181,22;231,48;269,60
2016-17;5;Matematica;11;Emilia-Romagna;201,37;2,14;38,74;0,94;135,26;176,72;226,43;269,60
2016-17;5;Matematica;12;Centro;202,07;1,66;39,49;0,73;141,36;172,14;226,43;269,60
2016-17;5;Matematica;13;Toscana;202,13;3,04;39,81;1,35;141,36;176,72;226,43;269,60
2016-17;5;Matematica;14;Umbria;209,21;2,24;38,44;0,96;147,08;185,66;236,76;269,60
2016-17;5;Matematica;15;Marche;207,86;2,10;37,87;0,90;147,08;181,22;236,76;269,60
2016-17;5;Matematica;16;Lazio;199,55;2,66;39,57;1,19;135,26;172,14;226,43;261,71
2016-17;5;Matematica;17;Sud;196,61;1,81;41,37;0,83;128,67;167,45;226,43;261,71
2016-17;5;Matematica;18;Abruzzo;198,91;2,38;38,83;1,05;135,26;172,14;221,57;261,71
2016-17;5;Matematica;19;Molise;210,06;2,41;38,80;1,04;147,08;181,22;236,76;278,69
2016-17;5;Matematica;20;Campania;197,60;2,89;42,92;1,35;121,45;167,45;226,43;269,60
2016-17;5;Matematica;21;Puglia;193,51;2,51;39,38;1,13;128,67;167,45;221,57;261,71
2016-17;5;Matematica;22;Sud e Isole;190,95;2,35;42,70;1,11;128,67;162,64;216,85;269,60
2016-17;5;Matematica;23;Basilicata;208,99;3,59;39,87;1,57;147,08;181,22;236,76;269,60
2016-17;5;Matematica;24;Calabria;180,74;2,87;39,80;1,35;121,45;152,50;207,73;242,33
2016-17;5;Matematica;25;Sicilia;192,68;3,77;44,59;1,82;128,67;162,64;216,85;278,69
2016-17;5;Matematica;26;Sardegna;191,99;3,49;36,79;1,53;135,26;167,45;216,85;254,68
2016-17;5;Matematica;99;Italia;200,00;0,77;40,00;0,34;135,26;172,14;226,43;269,60
2016-17;8;Matematica;1;Nord Ovest;207,94;1,06;37,05;0,45;151,58;183,70;231,22;270,35
2016-17;8;Matematica;2;Valle d'Aosta;207,50;1,91;30,12;0,73;159,38;186,36;224,97;263,74
2016-17;8;Matematica;3;Piemonte;205,24;2,58;40,20;1,14;150,79;182,04;228,61;270,81
2016-17;8;Matematica;4;Liguria;203,79;3,07;39,82;1,36;146,04;181,43;227,23;268,15
2016-17;8;Matematica;5;Lombardia;209,63;1,18;35,23;0,49;154,37;186,09;232,53;270,75
2016-17;8;Matematica;6;Nord Est;210,94;0,69;35,29;0,28;155,93;186,24;234,02;271,26
2016-17;8;Matematica;7;Prov. Aut. Bolzano (l. it.);207,38;0,00;34,09;0,22;160,60;186,06;225,81;264,80
2016-17;8;Matematica;8;Prov. Aut. Trento;213,62;1,76;36,56;0,73;155,52;189,17;237,53;279,28
2016-17;8;Matematica;9;Veneto;211,14;0,97;33,71;0,39;156,49;187,23;233,76;270,69
2016-17;8;Matematica;10;Friuli-Venezia Giulia;212,17;1,54;35,15;0,63;156,39;187,83;234,56;271,03
2016-17;8;Matematica;11;Emilia-Romagna;210,02;1,33;36,91;0,56;151,78;185,05;232,97;275,37
2016-17;8;Matematica;12;Centro;202,87;1,23;36,25;0,52;145,54;178,94;224,66;264,83
2016-17;8;Matematica;13;Toscana;206,93;1,56;35,76;0,65;151,14;182,34;228,71;271,03
2016-17;8;Matematica;14;Umbria;205,24;2,34;37,20;1,00;151,11;182,04;228,17;265,03
2016-17;8;Matematica;15;Marche;209,02;1,24;34,62;0,51;156,50;183,27;232,11;270,84
2016-17;8;Matematica;16;Lazio;198,47;2,17;36,26;0,93;138,87;177,32;220,13;258,18
2016-17;8;Matematica;17;Sud;190,28;1,90;41,11;0,89;121,94;168,34;215,26;253,97
2016-17;8;Matematica;18;Abruzzo;201,39;2,45;35,54;1,03;145,90;178,23;223,92;260,36
2016-17;8;Matematica;19;Molise;199,69;6,23;46,52;3,01;126,86;181,81;228,25;262,08
2016-17;8;Matematica;20;Campania;185,16;2,53;37,88;1,14;121,86;162,32;208,46;247,81
2016-17;8;Matematica;21;Puglia;194,72;3,70;45,65;1,79;85,39;174,41;220,42;259,20
2016-17;8;Matematica;22;Sud e Isole;184,36;2,64;44,38;1,30;93,05;165,41;209,90;249,53
2016-17;8;Matematica;23;Basilicata;195,45;3,62;36,83;1,57;137,00;174,98;217,80;253,56
2016-17;8;Matematica;24;Calabria;184,27;3,87;41,32;1,83;108,87;166,00;207,37;243,32
2016-17;8;Matematica;25;Sicilia;181,17;4,28;47,77;2,20;68,94;162,16;208,26;251,86
2016-17;8;Matematica;26;Sardegna;191,98;2,89;35,57;1,24;143,62;170,56;212,90;247,32
2016-17;8;Matematica;99;Italia;200,00;0,76;40,00;0,34;138,79;177,21;224,37;264,37
2016-17;10;Matematica;1;Nord Ovest;211,39;1,88;38,64;0,80;152,85;184,34;233,77;278,83
2016-17;10;Matematica;2;Valle d'Aosta;207,39;6,77;34,93;2,78;152,85;184,34;229,64;270,90
2016-17;10;Matematica;3;Piemonte;205,17;3,30;38,77;1,43;147,17;176,29;229,64;278,83
2016-17;10;Matematica;4;Liguria;205,51;3,80;37,97;1,63;147,17;180,37;229,64;270,90
2016-17;10;Matematica;5;Lombardia;215,11;2,52;38,26;1,06;158,10;188,21;238,07;288,40
2016-17;10;Matematica;6;Nord Est;213,78;1,79;39,17;0,77;152,85;184,34;238,07;278,83
2016-17;10;Matematica;7;Prov. Aut. Bolzano (l. it.);208,73;0,00;33,99;0,51;152,85;184,34;229,64;270,90
2016-17;10;Matematica;8;Prov. Aut. Trento;229,09;3,57;38,96;1,47;172,05;199,46;257,96;300,76
2016-17;10;Matematica;9;Veneto;217,83;2,92;38,82;1,23;158,10;188,21;247,34;278,83
2016-17;10;Matematica;10;Friuli-Venezia Giulia;214,21;3,40;36,69;1,41;158,10;188,21;238,07;278,83
2016-17;10;Matematica;11;Emilia-Romagna;207,65;3,24;39,22;1,41;147,17;180,37;233,77;278,83
2016-17;10;Matematica;12;Centro;202,87;2,17;39,94;0,96;147,17;172,05;229,64;270,90
2016-17;10;Matematica;13;Toscana;202,84;3,14;38,54;1,37;147,17;176,29;229,64;270,90
2016-17;10;Matematica;14;Umbria;205,15;4,02;37,96;1,73;147,17;176,29;229,64;278,83
2016-17;10;Matematica;15;Marche;205,60;4,08;40,00;1,80;147,17;176,29;233,77;278,83
2016-17;10;Matematica;16;Lazio;201,79;3,84;41,02;1,73;140,91;172,05;229,64;278,83
2016-17;10;Matematica;17;Sud;190,27;1,84;37,24;0,81;133,89;163,01;214,20;257,96
2016-17;10;Matematica;18;Abruzzo;195,80;3,70;35,89;1,58;140,91;172,05;217,95;257,96
2016-17;10;Matematica;19;Molise;197,98;5,70;36,66;2,45;147,17;167,64;221,76;264,05
2016-17;10;Matematica;20;Campania;189,34;2,68;37,18;1,19;133,89;163,01;214,20;257,96
2016-17;10;Matematica;21;Puglia;189,57;3,19;37,55;1,42;133,89;163,01;214,20;257,96
2016-17;10;Matematica;22;Sud e Isole;179,01;1,72;33,91;0,75;125,78;152,85;199,46;238,07
2016-17;10;Matematica;23;Basilicata;193,21;4,29;35,27;1,83;140,91;167,64;214,20;257,96
2016-17;10;Matematica;24;Calabria;178,79;3,40;36,03;1,53;125,78;152,85;199,46;238,07
2016-17;10;Matematica;25;Sicilia;178,83;2,58;32,77;1,10;125,78;158,10;199,46;238,07
2016-17;10;Matematica;26;Sardegna;174,03;3,29;32,61;1,42;125,78;152,85;192,01;229,64
2016-17;10;Matematica;99;Italia;200,00;0,96;40,00;0,43;140,91;172,05;225,65;270,90
2015-16;2;Italiano;1;Nord Ovest;200,89;1,17;39,80;0,52;130,06;171,78;226,76;276,31
2015-16;2;Italiano;2;Valle d'Aosta;205,57;2,53;39,13;1,10;143,64;179,28;234,29;276,31
2015-16;2;Italiano;3;Piemonte;201,69;2,04;39,55;0,91;143,64;171,78;226,76;276,31
2015-16;2;Italiano;4;Liguria;201,38;1,92;40,06;0,86;130,06;171,78;226,76;276,31
2015-16;2;Italiano;5;Lombardia;200,44;1,60;39,87;0,71;130,06;171,78;226,76;276,31
2015-16;2;Italiano;6;Nord Est;201,32;1,09;39,78;0,48;143,64;171,78;226,76;276,31
2015-16;2;Italiano;7;Prov. Aut. Bolzano (l. it.);196,37;0,00;38,21;0,64;143,64;171,78;226,76;262,63
2015-16;2;Italiano;8;Prov. Aut. Trento;206,78;1,93;38,24;0,83;143,64;179,28;234,29;276,31
2015-16;2;Italiano;9;Veneto;200,54;1,62;40,01;0,73;143,64;171,78;226,76;276,31
2015-16;2;Italiano;10;Friuli-Venezia Giulia;205,69;2,52;40,66;1,12;143,64;179,28;234,29;276,31
2015-16;2;Italiano;11;Emilia-Romagna;200,48;1,95;39,38;0,86;143,64;171,78;226,76;262,63
2015-16;2;Italiano;12;Centro;202,93;1,20;39,28;0,53;143,64;171,78;234,29;262,63
2015-16;2;Italiano;13;Toscana;202,84;2,11;39,60;0,93;143,64;171,78;234,29;262,63
2015-16;2;Italiano;14;Umbria;206,37;1,77;39,17;0,77;143,64;179,28;234,29;276,31
2015-16;2;Italiano;15;Marche;206,22;2,23;38,56;0,96;154,43;179,28;234,29;276,31
2015-16;2;Italiano;16;Lazio;201,65;1,92;39,21;0,85;143,64;171,78;226,76;262,63
2015-16;2;Italiano;17;Sud;199,75;1,68;40,29;0,75;130,06;171,78;226,76;276,31
2015-16;2;Italiano;18;Abruzzo;205,07;3,18;41,35;1,43;143,64;171,78;234,29;276,31
2015-16;2;Italiano;19;Molise;207,00;2,17;37,38;0,92;154,43;179,28;234,29;276,31
2015-16;2;Italiano;20;Campania;199,77;2,70;40,55;1,21;130,06;171,78;226,76;276,31
2015-16;2;Italiano;21;Puglia;197,64;2,27;39,51;1,02;130,06;171,78;226,76;276,31
2015-16;2;Italiano;22;Sud e Isole;193,35;1,80;40,42;0,82;130,06;163,62;219,68;262,63
2015-16;2;Italiano;23;Basilicata;204,00;2,17;38,45;0,94;143,64;171,78;226,76;276,31
2015-16;2;Italiano;24;Calabria;182,32;4,88;46,62;2,47;99,65;163,22;212,89;251,76
2015-16;2;Italiano;25;Sicilia;194,84;2,33;38,02;1,03;130,06;163,62;219,68;262,63
2015-16;2;Italiano;26;Sardegna;199,05;2,65;37,44;1,15;143,64;171,78;219,68;262,63
2015-16;2;Italiano;99;Italia;200,00;0,62;40,00;0,28;142,44;171,78;226,76;276,31
2015-16;5;Italiano;1;Nord Ovest;204,30;1,22;37,81;0,52;135,00;182,87;229,77;257,49
2015-16;5;Italiano;2;Valle d'Aosta;199,70;2,36;37,46;1,02;135,00;174,56;224,19;249,42
2015-16;5;Italiano;3;Piemonte;202,90;1,54;36,90;0,66;135,00;178,70;229,77;257,49
2015-16;5;Italiano;4;Liguria;200,71;2,28;38,64;1,00;135,00;174,56;229,77;257,49
2015-16;5;Italiano;5;Lombardia;205,41;1,75;38,01;0,75;139,83;182,87;229,77;257,49
2015-16;5;Italiano;6;Nord Est;200,10;1,24;38,18;0,54;135,00;174,56;224,19;257,49
2015-16;5;Italiano;7;Prov. Aut. Bolzano (l. it.);195,54;0,00;37,96;0,33;129,97;170,40;224,19;249,42
2015-16;5;Italiano;8;Prov. Aut. Trento;199,57;1,84;35,63;0,78;139,83;174,56;224,19;257,49
2015-16;5;Italiano;9;Veneto;202,29;1,68;36,88;0,72;139,83;178,70;229,77;257,49
2015-16;5;Italiano;10;Friuli-Venezia Giulia;204,71;1,98;36,18;0,83;139,83;182,87;229,77;257,49
2015-16;5;Italiano;11;Emilia-Romagna;196,47;2,37;40,16;1,07;124,70;170,40;224,19;257,49
2015-16;5;Italiano;12;Centro;202,59;1,25;38,88;0,55;135,00;178,70;229,77;266,86
2015-16;5;Italiano;13;Toscana;202,78;2,59;39,47;1,14;135,00;174,56;229,77;266,86
2015-16;5;Italiano;14;Umbria;203,39;2,14;38,65;0,93;135,00;178,70;229,77;266,86
2015-16;5;Italiano;15;Marche;205,81;2,37;37,42;1,01;139,83;182,87;229,77;266,86
2015-16;5;Italiano;16;Lazio;201,52;1,85;38,86;0,81;135,00;178,70;229,77;266,86
2015-16;5;Italiano;17;Sud;197,94;1,66;42,39;0,77;124,70;170,40;224,19;266,86
2015-16;5;Italiano;18;Abruzzo;201,99;1,85;37,51;0,80;135,00;178,70;229,77;257,49
2015-16;5;Italiano;19;Molise;201,40;2,26;39,06;1,00;135,00;174,56;229,77;257,49
2015-16;5;Italiano;20;Campania;198,24;2,71;43,90;1,28;124,70;170,40;229,77;266,86
2015-16;5;Italiano;21;Puglia;196,05;2,24;41,39;1,03;124,70;170,40;224,19;257,49
2015-16;5;Italiano;22;Sud e Isole;192,32;1,71;42,35;0,80;119,14;166,23;218,92;257,49
2015-16;5;Italiano;23;Basilicata;204,42;2,14;37,14;0,91;139,83;178,70;229,77;266,86
2015-16;5;Italiano;24;Calabria;197,00;3,27;43,88;1,54;124,70;170,40;224,19;266,86
2015-16;5;Italiano;25;Sicilia;188,42;2,49;42,67;1,18;113,21;162,03;218,92;257,49
2015-16;5;Italiano;26;Sardegna;196,33;2,94;38,77;1,31;135,00;170,40;224,19;257,49
2015-16;5;Italiano;99;Italia;200,00;0,66;40,00;0,30;129,97;174,56;229,77;257,49
2015-16;8;Italiano;1;Nord Ovest;206,05;1,22;36,14;0,51;145,89;184,93;229,66;261,49
2015-16;8;Italiano;2;Valle d'Aosta;210,47;2,05;29,80;0,77;164,00;190,07;228,04;259,47
2015-16;8;Italiano;3;Piemonte;203,72;2,87;39,93;1,27;137,49;183,47;229,79;262,27
2015-16;8;Italiano;4;Liguria;203,67;4,40;43,80;2,04;141,38;184,48;230,53;261,25
2015-16;8;Italiano;5;Lombardia;207,30;1,35;33,19;0,54;150,87;185,60;229,54;261,20
2015-16;8;Italiano;6;Nord Est;207,20;1,50;37,77;0,64;147,18;185,78;232,15;262,78
2015-16;8;Italiano;7;Prov. Aut. Bolzano (l. it.);204,74;0,00;32,06;0,25;152,64;181,39;229,11;254,40
2015-16;8;Italiano;8;Prov. Aut. Trento;210,67;1,52;30,91;0,58;158,69;190,64;232,01;262,25
2015-16;8;Italiano;9;Veneto;207,25;2,45;37,64;1,05;148,21;186,84;231,44;262,21
2015-16;8;Italiano;10;Friuli-Venezia Giulia;204,01;3,89;42,14;1,77;122,43;184,58;232,27;262,81
2015-16;8;Italiano;11;Emilia-Romagna;207,50;2,45;37,59;1,04;145,22;184,66;232,81;264,06
2015-16;8;Italiano;12;Centro;203,85;1,58;37,40;0,68;139,62;183,53;228,11;261,20
2015-16;8;Italiano;13;Toscana;203,22;2,41;36,11;1,02;140,69;182,48;226,01;259,98
2015-16;8;Italiano;14;Umbria;209,66;1,56;32,66;0,62;155,35;187,53;232,75;260,18
2015-16;8;Italiano;15;Marche;209,82;2,41;36,25;1,00;152,17;190,19;232,41;265,74
2015-16;8;Italiano;16;Lazio;201,83;2,73;38,85;1,20;131,22;182,34;226,36;261,45
2015-16;8;Italiano;17;Sud;192,78;1,92;41,36;0,89;113,37;171,78;218,07;253,93
2015-16;8;Italiano;18;Abruzzo;203,39;2,83;37,31;1,21;142,36;182,45;228,07;259,63
2015-16;8;Italiano;19;Molise;198,58;8,52;49,57;4,26;95,91;178,68;228,45;274,14
2015-16;8;Italiano;20;Campania;188,22;2,65;38,72;1,20;112,26;167,07;213,44;246,88
2015-16;8;Italiano;21;Puglia;196,63;3,50;44,73;1,67;107,58;176,13;223,20;260,69
2015-16;8;Italiano;22;Sud e Isole;187,30;2,45;44,63;1,19;94,07;166,50;215,21;252,19
2015-16;8;Italiano;23;Basilicata;200,63;4,41;40,58;1,98;141,34;179,04;227,65;259,15
2015-16;8;Italiano;24;Calabria;180,31;5,56;52,86;3,01;65,31;155,41;213,68;255,02
2015-16;8;Italiano;25;Sicilia;184,71;3,56;42,14;1,70;96,05;164,90;211,01;247,99
2015-16;8;Italiano;26;Sardegna;200,91;3,25;38,73;1,43;138,26;179,34;225,85;259,73
2015-16;8;Italiano;99;Italia;200,00;0,80;40,00;0,36;132,63;178,47;225,76;259,94
2015-16;10;Italiano;1;Nord Ovest;211,13;1,61;36,14;0,67;149,70;189,69;236,42;265,49
2015-16;10;Italiano;2;Valle d'Aosta;203,76;6,39;34,29;2,62;145,30;181,94;226,87;252,64
2015-16;10;Italiano;3;Piemonte;207,75;3,15;38,31;1,35;145,30;185,81;231,55;265,49
2015-16;10;Italiano;4;Liguria;203,82;3,55;36,05;1,49;140,74;181,94;226,87;258,80
2015-16;10;Italiano;5;Lombardia;213,91;2,07;34,84;0,84;153,98;193,58;236,42;265,49
2015-16;10;Italiano;6;Nord Est;209,63;1,43;35,01;0,58;149,70;189,69;231,55;265,49
2015-16;10;Italiano;7;Prov. Aut. Bolzano (l. it.);201,51;0,00;36,54;0,76;140,74;181,94;226,87;252,64
2015-16;10;Italiano;8;Prov. Aut. Trento;215,93;3,08;33,59;1,21;158,16;197,51;236,42;272,88
2015-16;10;Italiano;9;Veneto;211,74;2,03;32,49;0,80;158,16;193,58;231,55;258,80
2015-16;10;Italiano;10;Friuli-Venezia Giulia;209,94;3,43;35,46;1,41;149,70;189,69;231,55;265,49
2015-16;10;Italiano;11;Emilia-Romagna;206,58;2,73;37,38;1,16;140,74;185,81;231,55;265,49
2015-16;10;Italiano;12;Centro;196,16;2,96;45,09;1,42;114,47;170,24;226,87;258,80
2015-16;10;Italiano;13;Toscana;197,04;3,48;42,04;1,61;120,36;170,24;226,87;258,80
2015-16;10;Italiano;14;Umbria;202,62;3,78;37,88;1,63;136,01;178,06;226,87;258,80
2015-16;10;Italiano;15;Marche;204,14;2,93;35,82;1,23;140,74;185,81;226,87;258,80
2015-16;10;Italiano;16;Lazio;192,43;5,70;49,60;2,89;93,50;166,27;226,87;265,49
2015-16;10;Italiano;17;Sud;192,43;1,97;39,64;0,90;125,87;166,27;222,36;252,64
2015-16;10;Italiano;18;Abruzzo;194,86;3,52;39,04;1,58;131,07;170,24;222,36;252,64
2015-16;10;Italiano;19;Molise;191,18;4,74;39,73;2,16;120,36;166,27;217,98;252,64
2015-16;10;Italiano;20;Campania;191,02;3,00;39,50;1,37;125,87;162,25;217,98;252,64
2015-16;10;Italiano;21;Puglia;193,96;3,27;39,92;1,48;125,87;166,27;222,36;258,80
2015-16;10;Italiano;22;Sud e Isole;188,97;2,12;38,10;0,95;125,87;166,27;217,98;246,91
2015-16;10;Italiano;23;Basilicata;182,68;5,49;47,78;2,81;101,19;153,98;213,72;252,64
2015-16;10;Italiano;24;Calabria;188,80;3,54;37,65;1,58;125,87;166,27;213,72;246,91
2015-16;10;Italiano;25;Sicilia;190,84;3,25;36,88;1,43;131,07;166,27;217,98;246,91
2015-16;10;Italiano;26;Sardegna;185,87;4,34;37,49;1,95;120,36;162,25;213,72;241,53
2015-16;10;Italiano;99;Italia;200,00;0,97;40,00;0,44;131,07;174,17;226,87;258,80
2015-16;2;Matematica;1;Nord Ovest;201,45;1,36;38,47;0,60;143,41;175,08;228,05;273,26
2015-16;2;Matematica;2;Valle d'Aosta;198,35;2,29;35,68;0,97;143,41;175,08;221,09;261,72
2015-16;2;Matematica;3;Piemonte;203,61;2,75;38,84;1,20;143,41;175,08;228,05;273,26
2015-16;2;Matematica;4;Liguria;198,56;3,19;41,35;1,46;133,31;167,97;228,05;273,26
2015-16;2;Matematica;5;Lombardia;200,98;1,74;37,91;0,76;143,41;175,08;228,05;261,72
2015-16;2;Matematica;6;Nord Est;199,12;1,29;37,52;0,56;143,41;175,08;221,09;261,72
2015-16;2;Matematica;7;Prov. Aut. Bolzano (l. it.);194,65;0,00;37,57;0,60;143,41;167,97;221,09;261,72
2015-16;2;Matematica;8;Prov. Aut. Trento;205,10;2,51;38,04;1,08;143,41;175,08;228,05;273,26
2015-16;2;Matematica;9;Veneto;200,35;1,90;36,85;0,81;143,41;175,08;228,05;261,72
2015-16;2;Matematica;10;Friuli-Venezia Giulia;204,80;2,79;39,29;1,22;143,41;175,08;228,05;273,26
2015-16;2;Matematica;11;Emilia-Romagna;195,57;2,28;37,40;1,00;143,41;167,97;221,09;261,72
